ID;NAME;QUANTITY;PRICE
23854;'Knight' Medium Remote Capacitor Transmitter;0;18999929,99
23866;'Lance' Medium EMP Smartbomb I;0;28994993,00
16515;'Limos' Cruise Launcher I;59;7775,00
33441;'Limos' Rapid Heavy Missile Launcher I;28;8499,86
16523;'Limos' Rocket Launcher I;50;4197,97
23836;'Longbow' Small Focused Pulse Laser I;51;14995000,00
22949;'Love' Medium Remote Armor Repairer;70;23498998,97
23834;'Mace' Dual Light Beam Laser I;6;5500000,00
22883;'Mafia' Energized Kinetic Membrane I;0;3885999,88
16513;'Malkuth' Cruise Launcher I;18;7998,98
8101;'Malkuth' Heavy Missile Launcher I;38;11998,00
33442;'Malkuth' Rapid Heavy Missile Launcher I;10;8355,00
16521;'Malkuth' Rocket Launcher I;0;2499,97
22929;'Marketeer' Tracking Computer;0;41999999,96
20573;'Marshall' Magnetometric ECM;41;8753000,00
22889;'Meditation' Medium Armor Repairer I;49;44899999,99
522;'Micro' Cap Battery;0;6600004,95
405;'Micro' Remote Shield Booster;57;1391998,00
22919;'Monopoly' Magnetic Field Stabilizer;0;36892433,00
22881;'Moonshine' Energized Thermal Membrane I;39;6998998,99
23896;'Motte' Capacitor Power Relay I;47;90000000,00
22877;'Natura' Warp Core Stabilizer I;0;139899985,80
20601;'Noose' Cruise Missile Launcher;35;15612004,39
20633;'Nugget' Kinetic Deflection Field;15;3999900,00
24552;'Oblivion' Kinetic Doomsday;17;309999999,00
23894;'Page' Capacitor Flux Coil I;54;47500499,99
23813;'Palisade' Cap Recharger I;48;41999999,98
23416;'Peace' Large Remote Armor Repairer;0;194999996,00
20597;'Pickaxe' Rapid Light Missile Launcher;51;11100000,00
23864;'Pike' Small EMP Smartbomb I;9;9339997,00
22879;'Pilfer' Energized Adaptive Nano Membrane I;0;49999997,00
23811;'Plough' Heavy Capacitor Booster I;0;38943991,99
25542;'Plow' Gas Cloud Harvester;64;180000000,00
20577;'Plunderer' Gravimetric ECM;0;12999995,00
20639;'Poacher' EM Ward Field;17;5899999,74
23898;'Portcullis' Reactor Control Unit I;0;11597989,91
20637;'Posse' Adaptive Invulnerability Field;16;51999999,96
20611;'Prospector' EM Ward Amplifier;0;10999958,98
22891;'Protest' Large Armor Repairer I;0;134000000,00
22903;'Racket' Light Neutron Blaster I;0;0,00
23418;'Radical' Damage Control;0;99999999,00
6043;'Recusant' Hostile Targeting Array I;0;0,00
16311;'Refuge' Adaptive Nano Plating I;67;299999,99
16299;'Repose' Core Compensation;9;66000,00
23807;'Saddle' Small Capacitor Booster I;17;25333333,33
16349;'Scarab' Layered Plating I;0;3490,00
22895;'Shady' Sensor Booster;6;37699998,91
22905;'Slither' Heavy Electron Blaster I;57;15999999,00
20563;'Smokescreen' Covert Ops Cloaking Device II;40;223999993,20
20641;'Snake Eyes' Explosive Deflection Field;16;19999999,99
16335;'Spiegel' EM Plating I;53;19800,00
23852;'Squire' Small Remote Capacitor Transmitter;0;2749999,10
16533;'Stalwart' Particle Field Magnifier;0;3989991,94
16301;'Stoic' Core Equalizer I;0;29002,08
22911;'Swindler' Electron Blaster Cannon I;26;59434389,99
23805;'Thurifer' Large Cap Battery;9;186990999,00
23902;'Trebuchet' Heat Sink I;0;46699998,94
22915;'Underhand' Neutron Blaster Cannon I;0;48335860,00
20599;'Undertaker' Heavy Missile Launcher;0;29950000,00
23868;'Warhammer' Large EMP Smartbomb I;21;78999994,00
20605;'Whiskey' Explosive Deflection Amplifier;0;7299999,52
41236;10000MN Afterburner I;61;30589992,11
41239;10000MN Afterburner II;13;234644444,40
41238;10000MN Monopropellant Enduring Afterburner;0;109699988,50
41237;10000MN Y-S8 Compact Afterburner;51;84299995,40
11343;100mm Crystalline Carbonide Restrained Plates;26;12001,32
11341;100mm Rolled Tungsten Compact Plates;20;11099,00
11293;100mm Steel Plates I;56;39887,89
20345;100mm Steel Plates II;55;325000,00
12066;100MN Afterburner I;0;424998,97
12068;100MN Afterburner II;0;4799999,00
21474;100MN Analog Booster Afterburner;0;118000237,80
5955;100MN Monopropellant Enduring Afterburner;28;113998,99
35657;100MN Y-S8 Compact Afterburner;69;134999,99
12056;10MN Afterburner I;21;52498,00
12058;10MN Afterburner II;2;2939998,99
21472;10MN Analog Booster Afterburner;57;99999990,00
6005;10MN Monopropellant Enduring Afterburner;68;10999,89
35656;10MN Y-S8 Compact Afterburner;0;18869,99
497;1200mm Artillery Cannon I;0;1324999,80
2865;1200mm Artillery Cannon II;45;3298991,84
21559;1200mm Heavy 'Jolt' Artillery I;64;12185660,00
9367;1200mm Heavy 'Scout' Artillery I;69;650000,00
9369;1200mm Heavy Carbine Howitzer I;0;358498,99
9371;1200mm Heavy Gallium Cannon;45;341000,00
9373;1200mm Heavy Prototype Artillery;0;0,00
9377;1200mm Heavy Prototype Siege Cannon;45;348943,62
10688;125mm 'Scout' Accelerator Cannon;58;29990,00
10690;125mm Carbide Railgun I;14;20770,00
10692;125mm Compressed Coil Gun I;31;27399,00
484;125mm Gatling AutoCannon I;47;3158,11
2873;125mm Gatling AutoCannon II;27;989999,93
8759;125mm Light 'Scout' Autocannon I;0;6849965,94
8785;125mm Light Carbine Repeating Cannon I;64;798998,20
8787;125mm Light Gallium Machine Gun;0;1899971,89
8789;125mm Light Prototype Automatic Cannon;30;1400000,00
10694;125mm Prototype Gauss Gun;70;203997,98
10678;125mm Railgun I;0;23998,99
10680;125mm Railgun II;43;595991,82
21561;1400mm 'Jolt' Artillery I;36;48000000,00
9491;1400mm 'Scout' Artillery I;0;7599989,96
9493;1400mm Carbine Howitzer I;0;387899,00
9495;1400mm Gallium Cannon;0;449899,86
498;1400mm Howitzer Artillery I;12;1500000,00
2961;1400mm Howitzer Artillery II;49;4499993,95
9497;1400mm Prototype Siege Cannon;0;1099999,98
20587;150mm 'Musket' Railgun;12;1499997,96
7289;150mm 'Scout' Accelerator Cannon;0;64477,77
7291;150mm Carbide Railgun I;0;46000,00
7293;150mm Compressed Coil Gun I;0;69700,00
8815;150mm Light 'Scout' Autocannon I;0;214998,00
485;150mm Light AutoCannon I;0;8849,91
2881;150mm Light AutoCannon II;45;556984,99
8817;150mm Light Carbine Repeating Cannon I;32;20000,00
8819;150mm Light Gallium Machine Gun;0;12000,00
8821;150mm Light Prototype Automatic Cannon;30;41699,99
7287;150mm Prototype Gauss Gun;65;815554,89
565;150mm Railgun I;56;150877,97
3074;150mm Railgun II;48;1357876,99
11327;1600mm Crystalline Carbonide Restrained Plates;0;588997,99
11325;1600mm Rolled Tungsten Compact Plates;0;579997,00
11279;1600mm Steel Plates I;0;1200000,00
20353;1600mm Steel Plates II;13;3500000,00
439;1MN Afterburner I;0;5899,89
438;1MN Afterburner II;0;2989995,96
21470;1MN Analog Booster Afterburner;13;61777775,89
21857;1MN Civilian Afterburner;1;844,77
6003;1MN Monopropellant Enduring Afterburner;68;7477,97
6001;1MN Y-S8 Compact Afterburner;20;20000,00
14274;200mm 'Scout' Accelerator Cannon;31;74999,92
486;200mm AutoCannon I;65;42949,96
2889;200mm AutoCannon II;46;739989,97
14272;200mm Carbide Railgun I;0;45000,00
14276;200mm Compressed Coil Gun I;56;108989,97
11351;200mm Crystalline Carbonide Restrained Plates;41;53965,50
21545;200mm Light 'Jolt' Autocannon I;0;0,00
8863;200mm Light 'Scout' Autocannon I;0;754987,81
8865;200mm Light Carbine Repeating Cannon I;67;62444,00
8867;200mm Light Gallium Machine Gun;19;198999,99
8869;200mm Light Prototype Automatic Cannon;0;324998,77
14278;200mm Prototype Gauss Gun;39;1153794,45
12344;200mm Railgun I;60;183999,50
12346;200mm Railgun II;0;1637776,00
11349;200mm Rolled Tungsten Compact Plates;19;64994,96
11295;200mm Steel Plates I;0;120019,69
20347;200mm Steel Plates II;50;564549,30
9127;220mm Medium 'Scout' Autocannon I;68;5899988,94
9129;220mm Medium Carbine Repeating Cannon I;0;990000,00
9131;220mm Medium Gallium Machine Gun;25;80000,00
9133;220mm Medium Prototype Automatic Cannon;0;436000,00
490;220mm Vulcan AutoCannon I;24;149993,97
2897;220mm Vulcan AutoCannon II;12;1998998,63
40349;25000mm Crystalline Carbonide Restrained Plates;58;56779958,96
40350;25000mm Rolled Tungsten Compact Plates;43;91989900,00
40348;25000mm Steel Plates I;0;54900000,00
40351;25000mm Steel Plates II;0;179718569,00
20589;250mm 'Flintlock' Railgun;0;6999999,99
7369;250mm 'Scout' Accelerator Cannon;25;79889,98
7371;250mm Carbide Railgun I;24;77000,00
7373;250mm Compressed Coil Gun I;26;150000,00
21547;250mm Light 'Jolt' Artillery I;68;5500000,00
8903;250mm Light 'Scout' Artillery I;66;600000,00
487;250mm Light Artillery Cannon I;23;24999,99
2905;250mm Light Artillery Cannon II;0;643981,80
8905;250mm Light Carbine Howitzer I;0;24000,00
8907;250mm Light Gallium Cannon;0;99999,96
8909;250mm Light Prototype Siege Cannon;32;184999,97
7367;250mm Prototype Gauss Gun;0;2299998,00
570;250mm Railgun I;45;318185,97
3082;250mm Railgun II;5;2622999,87
21549;280mm 'Jolt' Artillery I;0;18999999,00
9411;280mm 'Scout' Artillery I;0;1999748,99
9413;280mm Carbine Howitzer I;0;250000,00
9415;280mm Gallium Cannon;42;555000,00
488;280mm Howitzer Artillery I;0;50000,00
2977;280mm Howitzer Artillery II;11;1095001,10
9417;280mm Prototype Siege Cannon;38;590038,44
14282;350mm 'Scout' Accelerator Cannon;24;529999,00
14280;350mm Carbide Railgun I;0;539999,97
14284;350mm Compressed Coil Gun I;59;539990,00
14286;350mm Prototype Gauss Gun;24;663998,99
12354;350mm Railgun I;0;1000000,00
12356;350mm Railgun II;48;2694999,95
11311;400mm Crystalline Carbonide Restrained Plates;34;128987,99
11309;400mm Rolled Tungsten Compact Plates;0;131998,99
11297;400mm Steel Plates I;45;313000,00
20349;400mm Steel Plates II;0;1088993,53
5871;41F Veiled Targeting Unit;0;1097,04
20591;425mm 'Popper' Railgun;11;12000000,00
7449;425mm 'Scout' Accelerator Cannon;50;434998,97
491;425mm AutoCannon I;0;179999,99
2913;425mm AutoCannon II;18;1850998,66
7451;425mm Carbide Railgun I;49;419999,00
7453;425mm Compressed Coil Gun I;44;449999,99
21551;425mm Medium 'Jolt' Autocannon I;0;9999999,98
9135;425mm Medium 'Scout' Autocannon I;6;688880,00
9137;425mm Medium Carbine Repeating Cannon I;18;44900,00
9139;425mm Medium Gallium Machine Gun;0;58828,94
9141;425mm Medium Prototype Automatic Cannon;68;108000,00
7447;425mm Prototype Gauss Gun;24;429999,99
574;425mm Railgun I;27;1556895,90
3090;425mm Railgun II;43;5388999,34
41252;50000MN Cold-Gas Enduring Microwarpdrive;69;240000000,00
41249;50000MN Microwarpdrive I;53;43999858,00
41253;50000MN Microwarpdrive II;63;294999998,90
41251;50000MN Quad LiF Restrained Microwarpdrive;0;78799999,75
41250;50000MN Y-T8 Compact Microwarpdrive;0;164679967,80
5945;500MN Cold-Gas Enduring Microwarpdrive;24;419999,99
21480;500MN Digital Booster Microwarpdrive;0;0,00
12054;500MN Microwarpdrive I;14;1249999,96
12084;500MN Microwarpdrive II;0;10013729,08
35662;500MN Quad LiF Restrained Microwarpdrive;28;419999,99
35661;500MN Y-T8 Compact Microwarpdrive;0;479999,99
5975;50MN Cold-Gas Enduring Microwarpdrive;0;14333,91
21478;50MN Digital Booster Microwarpdrive;38;208895995,00
12052;50MN Microwarpdrive I;0;147989,87
12076;50MN Microwarpdrive II;29;5659999,84
35660;50MN Quad LiF Restrained Microwarpdrive;0;27997,63
35659;50MN Y-T8 Compact Microwarpdrive;0;59989,71
16531;5a Prototype Shield Support I;14;438994,99
5971;5MN Cold-Gas Enduring Microwarpdrive;0;39999,00
21476;5MN Digital Booster Microwarpdrive;0;112000000,00
434;5MN Microwarpdrive I;17;42999,99
440;5MN Microwarpdrive II;23;4189887,76
35658;5MN Quad LiF Restrained Microwarpdrive;0;22199,94
5973;5MN Y-T8 Compact Microwarpdrive;0;639999,53
492;650mm Artillery Cannon I;27;139999,99
2921;650mm Artillery Cannon II;22;1499999,96
21553;650mm Medium 'Jolt' Artillery I;31;12985554,90
9207;650mm Medium 'Scout' Artillery I;0;299996,86
9209;650mm Medium Carbine Howitzer I;36;59899,95
9211;650mm Medium Gallium Cannon;68;79275,10
9213;650mm Medium Prototype Siege Cannon;0;135000,00
21555;720mm 'Jolt' Artillery I;0;9788586,96
9451;720mm 'Scout' Artillery I;48;1953994,29
9453;720mm Carbine Howitzer I;39;73500,43
9455;720mm Gallium Cannon;0;319999,00
493;720mm Howitzer Artillery I;0;267899,00
2969;720mm Howitzer Artillery II;0;1789997,25
9457;720mm Prototype Siege Cannon;46;288499,98
7249;75mm 'Scout' Accelerator Cannon;30;69999,99
7251;75mm Carbide Railgun I;0;18999,99
7253;75mm Compressed Coil Gun I;44;131999,99
561;75mm Gatling Rail I;0;6197,98
3098;75mm Gatling Rail II;0;499940,98
7247;75mm Prototype Gauss Gun;67;1129500,00
11319;800mm Crystalline Carbonide Restrained Plates;58;349999,99
21557;800mm Heavy 'Jolt' Repeating Cannon I;62;32332220,00
9327;800mm Heavy 'Scout' Repeating Cannon I;0;4375000,00
9329;800mm Heavy Carbine Repeating Cannon I;24;324997,69
9331;800mm Heavy Gallium Repeating Cannon;0;279999,93
9333;800mm Heavy Prototype Automatic Cannon;68;950000,00
496;800mm Repeating Cannon I;13;1389999,92
2929;800mm Repeating Cannon II;23;5689999,53
11317;800mm Rolled Tungsten Compact Plates;68;359998,97
11299;800mm Steel Plates I;28;497999,99
20351;800mm Steel Plates II;0;2019270,92
37545;A-211 Enduring Guidance Disruptor;38;6000,00
578;Adaptive Invulnerability Field I;0;105994,00
2281;Adaptive Invulnerability Field II;51;2249994,00
1304;Adaptive Nano Plating I;0;12572,99
1306;Adaptive Nano Plating II;0;251863,28
8103;Advanced 'Limos' Heavy Missile Bay I;31;9996,99
19925;Aergia Compact Magnetometric ECM;37;48888,34
40309;Affirmative. Modified Entosis Link;0;43999998,77
41117;Afocal Precise Dual Giga Beam Laser;0;119000000,00
41102;Afocal Precise Dual Giga Pulse Laser;11;71899993,00
41065;Afocal Precise Quad Mega Pulse Laser;0;120399983,00
14866;Ahremen's Modified Adaptive Nano Plating;8;1700000000,00
15026;Ahremen's Modified Armor EM Hardener;0;0,00
15074;Ahremen's Modified Armor Explosive Hardener;68;997000000,00
15058;Ahremen's Modified Armor Kinetic Hardener;0;700000000,00
15042;Ahremen's Modified Armor Thermal Hardener;0;697990000,00
21818;Ahremen's Modified Cap Recharger;0;5647998000,00
15090;Ahremen's Modified Capacitor Power Relay;0;1600000000,00
14427;Ahremen's Modified Dual Heavy Pulse Laser;60;940999999,60
14914;Ahremen's Modified EM Plating;0;750000000,00
14946;Ahremen's Modified Energized Adaptive Nano Membrane;28;4500000000,00
14978;Ahremen's Modified Energized EM Membrane;0;897000000,00
14994;Ahremen's Modified Energized Explosive Membrane;0;0,00
15010;Ahremen's Modified Energized Kinetic Membrane;67;2500000000,00
14962;Ahremen's Modified Energized Thermal Membrane;0;1000000000,00
14898;Ahremen's Modified Explosive Plating;0;1451000000,00
14810;Ahremen's Modified Heat Sink;17;3477999975,00
15138;Ahremen's Modified Heavy Capacitor Booster;0;1295998987,00
14842;Ahremen's Modified Heavy Energy Neutralizer;61;4698999998,00
14826;Ahremen's Modified Heavy Energy Nosferatu;45;650000000,40
14882;Ahremen's Modified Kinetic Plating;54;1000000000,00
14853;Ahremen's Modified Large Armor Repairer;52;999880000,00
14794;Ahremen's Modified Large EMP Smartbomb;55;8300000000,00
14443;Ahremen's Modified Mega Pulse Laser;0;3999999999,00
15106;Ahremen's Modified Power Diagnostic System;0;0,00
15122;Ahremen's Modified Reactor Control Unit;0;0,00
14930;Ahremen's Modified Thermal Plating;0;749000000,00
5342;Alfven Enduring Remote Tracking Computer;19;6202,09
6159;Alumel-Wired Enduring Sensor Booster;59;8999,99
43658;Amarr Phenomena Generator;12;119489997,20
17514;Ammatar Navy Adaptive Nano Plating;0;0,00
17502;Ammatar Navy Armor EM Hardener;0;0,00
17504;Ammatar Navy Armor Explosive Hardener;0;89999998,64
17506;Ammatar Navy Armor Kinetic Hardener;0;0,00
17508;Ammatar Navy Armor Thermal Hardener;0;0,00
15788;Ammatar Navy Cap Recharger;0;29999999,93
17510;Ammatar Navy Capacitor Power Relay;0;0,00
15859;Ammatar Navy Dual Heavy Beam Laser;0;0,00
15858;Ammatar Navy Dual Heavy Pulse Laser;0;1099999998,00
15857;Ammatar Navy Dual Light Beam Laser;0;0,00
15856;Ammatar Navy Dual Light Pulse Laser;0;0,00
17518;Ammatar Navy EM Plating;57;77999999,00
17536;Ammatar Navy Energized Adaptive Nano Membrane;47;209999999,50
17542;Ammatar Navy Energized EM Membrane;4;447999998,80
17540;Ammatar Navy Energized Explosive Membrane;0;0,00
17538;Ammatar Navy Energized Kinetic Membrane;0;0,00
17544;Ammatar Navy Energized Thermal Membrane;3;99999999,00
17516;Ammatar Navy Explosive Plating;0;0,00
15855;Ammatar Navy Focused Medium Beam Laser;63;29999987,00
15854;Ammatar Navy Focused Medium Pulse Laser;20;17949999,00
15853;Ammatar Navy Gatling Pulse Laser;0;0,00
15808;Ammatar Navy Heat Sink;0;0,00
15852;Ammatar Navy Heavy Beam Laser;0;37000030,00
15778;Ammatar Navy Heavy Capacitor Booster;54;36403495,53
15798;Ammatar Navy Heavy Energy Neutralizer;0;88888886,95
15879;Ammatar Navy Heavy Energy Nosferatu;46;8500000,19
15851;Ammatar Navy Heavy Pulse Laser;54;29000000,00
17512;Ammatar Navy Kinetic Plating;0;0,00
15743;Ammatar Navy Large Armor Repairer;26;43501000,00
15947;Ammatar Navy Large EMP Smartbomb;0;150000589,80
15742;Ammatar Navy Medium Armor Repairer;57;119999999,00
15776;Ammatar Navy Medium Capacitor Booster;17;40004602,99
15945;Ammatar Navy Medium EMP Smartbomb;69;79999999,00
15796;Ammatar Navy Medium Energy Neutralizer;0;110000000,00
15877;Ammatar Navy Medium Energy Nosferatu;0;0,00
15848;Ammatar Navy Mega Beam Laser;0;12999799,97
15847;Ammatar Navy Mega Pulse Laser;0;17439998,98
15774;Ammatar Navy Micro Capacitor Booster;0;0,00
15943;Ammatar Navy Micro EMP Smartbomb;0;0,00
17524;Ammatar Navy Power Diagnostic System;0;0,00
15846;Ammatar Navy Quad Beam Laser;0;0,00
17522;Ammatar Navy Reactor Control Unit;0;0,00
15741;Ammatar Navy Small Armor Repairer;47;14999899,00
15772;Ammatar Navy Small Capacitor Booster;0;43999999,99
15941;Ammatar Navy Small EMP Smartbomb;0;0,00
15794;Ammatar Navy Small Energy Neutralizer;4;99999999,99
15875;Ammatar Navy Small Energy Nosferatu;0;0,00
15850;Ammatar Navy Small Focused Beam Laser;51;13899997,00
15849;Ammatar Navy Small Focused Pulse Laser;44;5788999,86
15845;Ammatar Navy Tachyon Beam Laser;0;57888999,87
32809;Ammatar Navy Thermal Plating;0;760000000,00
41080;Ample Gallium Quad 800mm Repeating Cannon;33;67999944,98
7625;Anode Electron Particle Cannon I;0;198956,91
7669;Anode Ion Particle Cannon I;33;60898,55
7493;Anode Light Electron Particle Cannon I;0;119999,92
7541;Anode Light Ion Particle Cannon I;0;77999,95
7585;Anode Light Neutron Particle Cannon I;0;278998,93
7749;Anode Mega Electron Particle Cannon I;0;194988,99
7833;Anode Mega Ion Particle Cannon I;0;1299998,99
7789;Anode Mega Neutron Particle Cannon I;0;339998,98
7709;Anode Neutron Particle Cannon I;0;219998,94
41116;Anode Scoped Dual Giga Beam Laser;5;100000000,00
41101;Anode Scoped Dual Giga Pulse Laser;0;132499999,60
41128;Anode Scoped Ion Siege Blaster;51;89700104,82
41064;Anode Scoped Quad Mega Pulse Laser;1;75000000,00
41077;Anode Scoped Triple Neutron Blaster Cannon;0;99999998,99
8089;Arbalest Compact Light Missile Launcher;0;438999,96
41223;Arbalest Compact Rapid Torpedo Launcher;54;176999987,50
41175;Arbalest Compact XL Cruise Missile Launcher;17;149999999,90
41180;Arbalest Compact XL Torpedo Launcher;37;129999992,00
42526;Armor Command Burst I;0;486995,60
43552;Armor Command Burst II;44;4037894,00
11301;Armor EM Hardener I;22;86999,99
11642;Armor EM Hardener II;0;1799007,99
11303;Armor Explosive Hardener I;25;67000,00
11646;Armor Explosive Hardener II;0;2147789,90
11305;Armor Kinetic Hardener I;0;123999,99
11644;Armor Kinetic Hardener II;0;2948055,27
11277;Armor Thermal Hardener I;0;398999,99
11648;Armor Thermal Hardener II;0;3898000,00
35789;Astro-Inertial Compact Missile Guidance Computer;43;3101113,09
1182;Auto Targeting System I;25;15090,00
1436;Auto Targeting System II;0;3999999,99
6047;Automated Targeting Unit I;0;0,00
5319;Baker Nunn Enduring Tracking Disruptor I;28;3400,00
12274;Ballistic Control System I;0;58871,95
22291;Ballistic Control System II;46;1011657,74
5320;Balmer Series Compact Tracking Disruptor I;0;10499,91
1302;Basic Adaptive Nano Plating;0;1099999,84
3469;Basic Co-Processor;52;1144441,79
1193;Basic EM Plating;0;489999,26
1798;Basic EM Ward Amplifier;0;63999999,99
11265;Basic Energized Adaptive Nano Membrane;0;7200000,00
11235;Basic Energized Armor Layering Membrane;41;194999,99
11215;Basic Energized EM Membrane;68;119998,97
11225;Basic Energized Explosive Membrane;0;743998,99
11245;Basic Energized Kinetic Membrane;0;218998,91
11255;Basic Energized Thermal Membrane;69;89990,00
1804;Basic Explosive Deflection Amplifier;35;8499987,86
1262;Basic Explosive Plating;69;399999,90
1802;Basic Kinetic Deflection Amplifier;0;9499999,98
1282;Basic Kinetic Plating;33;359000,00
1272;Basic Layered Plating;24;3699947,94
1351;Basic Reactor Control Unit;35;1990000,00
1800;Basic Thermal Dissipation Amplifier;0;70079889,92
1292;Basic Thermal Plating;0;1200000,00
33400;Bastion Module I;0;5780968,85
27914;Bomb Launcher I;28;1527948,13
4256;Bomb Launcher II;8;2554893,97
40633;Bosonic Field Generator;0;439898997,40
14856;Brokara's Modified Adaptive Nano Plating;0;1050000000,00
15016;Brokara's Modified Armor EM Hardener;8;540000000,00
15064;Brokara's Modified Armor Explosive Hardener;0;450000000,00
15048;Brokara's Modified Armor Kinetic Hardener;0;350000000,00
15032;Brokara's Modified Armor Thermal Hardener;54;400000000,00
16599;Brokara's Modified Cap Recharger;0;1639989990,00
15080;Brokara's Modified Capacitor Power Relay;0;600000000,00
14429;Brokara's Modified Dual Heavy Pulse Laser;25;400000000,00
14904;Brokara's Modified EM Plating;0;1000000000,00
14936;Brokara's Modified Energized Adaptive Nano Membrane;0;790000000,00
14968;Brokara's Modified Energized EM Membrane;48;1500000000,00
14984;Brokara's Modified Energized Explosive Membrane;0;484000000,00
15000;Brokara's Modified Energized Kinetic Membrane;59;3100000000,00
